snapshot_month,quote_currency,usd_to_quote,rate_date,source,source_url
2025-09,ZAR,17.2745081339,2025-09-30,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2025-10,USD,1.0000000000,2025-10-31,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2025-10,GBP,0.7630257919,2025-10-31,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2025-10,EUR,0.8655011252,2025-10-31,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2025-10,JPY,154.1803704345,2025-10-31,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2025-10,AUD,1.5295135884,2025-10-31,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2025-10,CAD,1.4027176735,2025-10-31,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2025-10,BRL,5.3809070452,2025-10-31,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2025-10,INR,88.7199238359,2025-10-31,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2025-10,SGD,1.3016271421,2025-10-31,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2025-10,KRW,1428.1374415787,2025-10-31,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2025-10,ZAR,17.3491431539,2025-10-31,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2025-11,USD,1.0000000000,2025-11-28,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2025-11,GBP,0.7567006744,2025-11-28,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2025-11,EUR,0.8646031472,2025-11-28,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2025-11,JPY,156.1213902819,2025-11-28,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2025-11,AUD,1.5321632371,2025-11-28,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2025-11,CAD,1.4015217015,2025-11-28,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2025-11,BRL,5.3390973543,2025-11-28,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2025-11,INR,89.4782120007,2025-11-28,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2025-11,SGD,1.2975964033,2025-11-28,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2025-11,KRW,1469.6610755663,2025-11-28,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2025-11,ZAR,17.1158568217,2025-11-28,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2025-12,USD,1.0000000000,2025-12-31,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2025-12,GBP,0.7426382979,2025-12-31,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2025-12,EUR,0.8510638298,2025-12-31,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2025-12,JPY,156.6723404255,2025-12-31,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2025-12,AUD,1.4962553191,2025-12-31,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2025-12,CAD,1.3691914894,2025-12-31,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2025-12,BRL,5.4777872340,2025-12-31,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2025-12,INR,89.8693617021,2025-12-31,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2025-12,SGD,1.2855319149,2025-12-31,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2025-12,KRW,1444.2042553191,2025-12-31,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2025-12,ZAR,16.5480000000,2025-12-31,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-01,USD,1.0000000000,2026-01-30,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-01,GBP,0.7267388204,2026-01-30,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-01,EUR,0.8389965601,2026-01-30,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-01,JPY,154.0313784713,2026-01-30,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-01,AUD,1.4263780518,2026-01-30,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-01,CAD,1.3524624549,2026-01-30,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-01,BRL,5.2213272926,2026-01-30,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-01,INR,91.9393405487,2026-01-30,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-01,SGD,1.2678077020,2026-01-30,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-01,KRW,1442.6294152194,2026-01-30,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-01,ZAR,15.9330480745,2026-01-30,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-02,USD,1.0000000000,2026-02-27,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-02,GBP,0.7423125794,2026-02-27,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-02,EUR,0.8470986870,2026-02-27,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-02,JPY,155.9762812368,2026-02-27,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-02,AUD,1.4072003388,2026-02-27,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-02,CAD,1.3671325709,2026-02-27,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-02,BRL,5.1556120288,2026-02-27,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-02,INR,91.0804743753,2026-02-27,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-02,SGD,1.2657348581,2026-02-27,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-02,KRW,1441.9737399407,2026-02-27,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-02,ZAR,15.9405336722,2026-02-27,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-03,USD,1.0000000000,2026-03-31,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-03,GBP,0.7552009045,2026-03-31,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-03,EUR,0.8697164724,2026-03-31,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-03,JPY,159.4973038789,2026-03-31,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-03,AUD,1.4518177074,2026-03-31,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-03,CAD,1.3934597321,2026-03-31,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-03,BRL,5.2239519917,2026-03-31,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-03,INR,93.8239693860,2026-03-31,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-03,SGD,1.2881370673,2026-03-31,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-03,KRW,1524.8043137937,2026-03-31,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-03,ZAR,17.0700121760,2026-03-31,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-04,USD,1.0000000000,2026-04-30,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-04,GBP,0.7402580755,2026-04-30,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-04,EUR,0.8545547770,2026-04-30,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-04,JPY,156.5629806871,2026-04-30,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-04,AUD,1.3989916254,2026-04-30,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-04,CAD,1.3667749103,2026-04-30,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-04,BRL,4.9813707059,2026-04-30,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-04,INR,94.9149717997,2026-04-30,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-04,SGD,1.2761921039,2026-04-30,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-04,KRW,1477.0039309520,2026-04-30,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-04,ZAR,16.7902922577,2026-04-30,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-05,USD,1.0000000000,2026-05-29,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-05,GBP,0.7447870148,2026-05-29,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-05,EUR,0.8588114050,2026-05-29,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-05,JPY,159.2665750601,2026-05-29,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-05,AUD,1.3945379595,2026-05-29,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-05,CAD,1.3804534524,2026-05-29,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-05,BRL,5.0452593610,2026-05-29,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-05,INR,95.0012882171,2026-05-29,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-05,SGD,1.2770525593,2026-05-29,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-05,KRW,1506.2693232566,2026-05-29,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-05,ZAR,16.2240638956,2026-05-29,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-06,USD,1.0000000000,2026-06-30,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-06,GBP,0.7563454450,2026-06-30,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-06,EUR,0.8776549061,2026-06-30,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-06,JPY,162.4363700193,2026-06-30,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-06,AUD,1.4519922766,2026-06-30,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-06,CAD,1.4235562577,2026-06-30,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-06,BRL,5.1784272424,2026-06-30,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-06,INR,94.6607863788,2026-06-30,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-06,SGD,1.2948920484,2026-06-30,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-06,KRW,1550.8864314552,2026-06-30,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-06,ZAR,16.3721256802,2026-06-30,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-07,USD,1.0000000000,2026-07-31,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-07,GBP,0.7450848933,2026-07-31,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-07,EUR,0.8707009142,2026-07-31,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-07,JPY,160.2350892468,2026-07-31,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-07,AUD,1.4249020461,2026-07-31,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-07,CAD,1.4040922943,2026-07-31,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-07,BRL,5.0583369613,2026-07-31,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-07,INR,95.3848498041,2026-07-31,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-07,SGD,1.2848933391,2026-07-31,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-07,KRW,1443.6134087941,2026-07-31,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-07,ZAR,16.5750108838,2026-07-31,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-08,USD,1.0000000000,2026-08-11,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-08,GBP,0.7407538995,2026-08-11,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-08,EUR,0.8665511265,2026-08-11,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-08,JPY,159.2027729636,2026-08-11,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-08,AUD,1.4155979203,2026-08-11,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-08,CAD,1.3937608319,2026-08-11,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-08,BRL,5.1048526863,2026-08-11,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-08,INR,95.4397746967,2026-08-11,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-08,SGD,1.2801559792,2026-08-11,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-08,KRW,1412.1663778163,2026-08-11,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
2026-08,ZAR,16.1790294627,2026-08-11,ECB reference rates,https://data-api.ecb.europa.eu/service/data/EXR/D.USD+GBP+JPY+AUD+CAD+BRL+INR+SGD+KRW+ZAR.EUR.SP00.A
